Date,Predictions
2024-11-07 11:00:00,123.394
2024-11-07 12:00:00,121.68944
2024-11-07 13:00:00,113.434265
2024-11-07 14:00:00,107.90437
2024-11-07 15:00:00,109.16533
2024-11-07 16:00:00,114.43806
2024-11-07 17:00:00,117.38437
2024-11-07 18:00:00,120.38532
2024-11-07 19:00:00,119.59426
2024-11-07 20:00:00,120.34949
2024-11-07 21:00:00,112.525154
2024-11-07 22:00:00,97.345436
2024-11-07 23:00:00,81.97412
